code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,module_presentation_length,total_clicks,active_days,activity_rows,assessments_recorded,assessments_submitted,average_score,weighted_score,is_withdrawn,is_successful,is_completed,submission_rate,at_risk,outcome_group
BBB,2014J,648238,F,London Region,A Level or Equivalent,20-30%,35-55,0,60,N,Withdrawn,-162,-80,262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
BBB,2014J,648247,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn,-162,-4,262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
BBB,2014J,648262,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-162,?,262,479.0,29.0,148.0,5.0,5.0,55.2,66.7,0,1,1,1.0,0,Successful
BBB,2014J,648310,F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-153,?,262,274.0,24.0,124.0,5.0,5.0,65.4,59.0,0,1,1,1.0,0,Successful
BBB,2014J,648311,F,West Midlands Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail,-149,?,262,719.0,28.0,214.0,5.0,5.0,80.6,76.5,0,0,1,1.0,0,Unsuccessful
BBB,2014J,648317,F,South Region,No Formal quals,90-100%,0-35,0,150,N,Withdrawn,-162,-88,262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
BBB,2014J,648335,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-150,?,262,111.0,9.0,50.0,1.0,1.0,1.0,0.0,0,0,1,1.0,0,Unsuccessful
BBB,2014J,648386,F,North Region,Lower Than A Level,20-30%,35-55,0,120,N,Withdrawn,-162,80,262,669.0,33.0,242.0,2.0,2.0,84.5,6.9,1,0,0,1.0,1,Withdrawn
BBB,2014J,648391,F,Scotland,Lower Than A Level,30-40%,0-35,0,60,N,Fail,-91,?,262,158.0,6.0,36.0,0.0,0.0,0.0,0.0,0,0,1,0.0,1,Unsuccessful
BBB,2014J,648416,F,North Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,-122,?,262,1307.0,65.0,434.0,5.0,5.0,56.2,68.75,0,1,1,1.0,0,Successful
BBB,2014J,648449,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Distinction,-151,?,262,2553.0,78.0,543.0,5.0,5.0,81.4,77.4,0,1,1,1.0,0,Successful
BBB,2014J,648476,F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-151,?,262,125.0,11.0,41.0,5.0,5.0,61.8,50.849999999999994,0,1,1,1.0,0,Successful
BBB,2014J,648487,M,North Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-162,?,262,511.0,33.0,198.0,5.0,5.0,59.8,73.95,0,1,1,1.0,0,Successful
BBB,2014J,648519,F,Wales,Lower Than A Level,80-90%,35-55,0,180,N,Withdrawn,-74,12,262,183.0,8.0,54.0,2.0,2.0,36.5,7.2,1,0,0,1.0,1,Withdrawn
BBB,2014J,648537,M,East Anglian Region,HE Qualification,60-70%,0-35,0,60,N,Pass,-44,?,262,938.0,89.0,339.0,5.0,5.0,75.6,70.75,0,1,1,1.0,0,Successful
BBB,2014J,648543,F,North Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-162,?,262,2027.0,115.0,626.0,5.0,5.0,88.4,85.7,0,1,1,1.0,0,Successful
BBB,2014J,648549,M,South East Region,HE Qualification,30-40%,0-35,0,60,N,Pass,-30,?,262,2169.0,88.0,518.0,5.0,5.0,64.6,49.8,0,1,1,1.0,0,Successful
BBB,2014J,648553,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-136,?,262,1082.0,52.0,286.0,5.0,5.0,63.4,81.6,0,1,1,1.0,0,Successful
BBB,2014J,648556,F,North Western Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,-149,12,262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
BBB,2014J,648585,F,South Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,-149,?,262,420.0,20.0,131.0,5.0,5.0,54.2,65.85,0,1,1,1.0,0,Successful
BBB,2014J,648589,F,North Western Region,A Level or Equivalent,0-10%,35-55,0,120,N,Withdrawn,-30,12,262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
BBB,2014J,648596,F,North Western Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn,-56,4,262,45.0,4.0,20.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
BBB,2014J,648640,F,West Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn,-32,-16,262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
BBB,2014J,648676,M,South Region,HE Qualification,70-80%,35-55,0,60,N,Withdrawn,-151,183,262,251.0,26.0,116.0,4.0,4.0,58.25,49.25,1,0,0,1.0,1,Withdrawn
BBB,2014J,648693,F,Scotland,A Level or Equivalent,0-10%,0-35,0,60,Y,Distinction,-102,?,262,1761.0,102.0,520.0,5.0,5.0,83.6,81.8,0,1,1,1.0,0,Successful
BBB,2014J,648709,F,South Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn,-162,51,262,353.0,16.0,122.0,2.0,2.0,87.0,7.4,1,0,0,1.0,1,Withdrawn
BBB,2014J,648713,F,North Western Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-162,?,262,1368.0,80.0,407.0,5.0,5.0,59.0,73.85000000000001,0,1,1,1.0,0,Successful
BBB,2014J,648728,M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-107,?,262,1979.0,108.0,433.0,5.0,5.0,53.0,61.45,0,1,1,1.0,0,Successful
BBB,2014J,648751,M,Scotland,HE Qualification,50-60%,35-55,0,60,N,Pass,-93,?,262,1311.0,54.0,308.0,5.0,5.0,72.8,69.45,0,1,1,1.0,0,Successful
BBB,2014J,648754,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn,-157,12,262,27.0,5.0,16.0,1.0,1.0,1.0,0.0,1,0,0,1.0,1,Withdrawn
BBB,2014J,648760,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,120,N,Pass,-162,?,262,1213.0,54.0,278.0,5.0,5.0,56.2,69.3,0,1,1,1.0,0,Successful
BBB,2014J,648778,F,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-107,?,262,1558.0,88.0,422.0,5.0,5.0,70.0,62.5,0,1,1,1.0,0,Successful
BBB,2014J,648807,F,South Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,-161,?,262,1934.0,67.0,456.0,5.0,5.0,67.0,82.9,0,1,1,1.0,0,Successful
BBB,2014J,648820,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,180,N,Withdrawn,-149,-87,262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
BBB,2014J,648845,F,Wales,Lower Than A Level,50-60%,0-35,0,120,N,Pass,-31,?,262,1055.0,36.0,193.0,5.0,5.0,52.0,67.2,0,1,1,1.0,0,Successful
BBB,2014J,648928,F,North Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,-136,53,262,57.0,4.0,33.0,2.0,2.0,28.5,5.6,1,0,0,1.0,1,Withdrawn
BBB,2014J,648951,F,East Midlands Region,No Formal quals,20-30%,0-35,0,60,N,Fail,-161,?,262,934.0,27.0,184.0,3.0,3.0,38.0,16.6,0,0,1,1.0,0,Unsuccessful
BBB,2014J,648961,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-88,-21,262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
BBB,2014J,648985,F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-140,?,262,43.0,7.0,24.0,5.0,5.0,44.2,54.3,0,1,1,1.0,0,Successful
BBB,2014J,649000,F,London Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,-161,12,262,147.0,4.0,35.0,1.0,1.0,100.0,0.0,1,0,0,1.0,1,Withdrawn
BBB,2014J,649018,F,Ireland,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-48,?,262,333.0,26.0,132.0,5.0,5.0,64.4,54.15,0,1,1,1.0,0,Successful
BBB,2014J,649025,F,West Midlands Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,-140,?,262,1416.0,87.0,391.0,5.0,5.0,74.2,67.5,0,1,1,1.0,0,Successful
BBB,2014J,649026,M,Ireland,Lower Than A Level,90-100%,35-55,0,120,N,Withdrawn,-120,110,262,386.0,20.0,133.0,2.0,2.0,87.5,7.5,1,0,0,1.0,1,Withdrawn
BBB,2014J,649027,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,120,N,Fail,-60,?,262,853.0,41.0,236.0,3.0,3.0,46.333333333333336,20.1,0,0,1,1.0,0,Unsuccessful
BBB,2014J,649110,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-142,?,262,1649.0,85.0,503.0,5.0,5.0,79.2,78.3,0,1,1,1.0,0,Successful
BBB,2014J,649119,F,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,-127,?,262,635.0,34.0,209.0,5.0,5.0,40.6,49.7,0,1,1,1.0,0,Successful
BBB,2014J,649189,F,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,60,N,Distinction,-156,?,262,6077.0,176.0,1116.0,5.0,5.0,60.2,74.15,0,1,1,1.0,0,Successful
BBB,2014J,649209,F,East Midlands Region,Lower Than A Level,70-80%,0-35,0,120,N,Withdrawn,-161,-67,262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
BBB,2014J,649221,F,South Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,-160,?,262,3153.0,152.0,756.0,5.0,5.0,63.2,79.15,0,1,1,1.0,0,Successful
BBB,2014J,649231,F,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-122,?,262,2740.0,105.0,627.0,5.0,5.0,58.4,70.8,0,1,1,1.0,0,Successful
BBB,2014J,649247,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn,-151,-19,262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
BBB,2014J,649278,F,West Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,-127,12,262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
BBB,2014J,649291,F,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-52,?,262,1763.0,65.0,445.0,5.0,5.0,76.8,72.2,0,1,1,1.0,0,Successful
BBB,2014J,649345,F,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,Pass,-161,?,262,1025.0,34.0,198.0,5.0,5.0,69.2,64.1,0,1,1,1.0,0,Successful
BBB,2014J,649351,F,East Midlands Region,Lower Than A Level,70-80%,35-55,0,60,Y,Withdrawn,-161,-25,262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
BBB,2014J,649444,F,Yorkshire Region,A Level or Equivalent,60-70%,35-55,0,180,N,Withdrawn,-112,12,262,145.0,12.0,64.0,1.0,1.0,1.0,0.0,1,0,0,1.0,1,Withdrawn
BBB,2014J,649518,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-140,?,262,1115.0,48.0,213.0,5.0,5.0,84.6,81.55,0,1,1,1.0,0,Successful
BBB,2014J,649542,F,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,-112,55,262,20.0,3.0,9.0,2.0,2.0,70.0,4.0,1,0,0,1.0,1,Withdrawn
BBB,2014J,649543,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,-157,?,262,94.0,7.0,34.0,2.0,2.0,59.0,1.8,0,0,1,1.0,0,Unsuccessful
BBB,2014J,649578,F,Scotland,Lower Than A Level,30-40%,0-35,0,120,N,Fail,-100,?,262,728.0,43.0,198.0,4.0,4.0,64.25,33.45,0,0,1,1.0,0,Unsuccessful
BBB,2014J,649621,F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail,-32,?,262,495.0,33.0,208.0,3.0,3.0,40.0,25.25,0,0,1,1.0,0,Unsuccessful
BBB,2014J,649638,F,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,-85,65,262,363.0,23.0,146.0,1.0,1.0,100.0,0.0,1,0,0,1.0,1,Withdrawn
BBB,2014J,649654,F,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,Distinction,-35,?,262,2255.0,70.0,458.0,5.0,5.0,91.2,88.5,0,1,1,1.0,0,Successful
BBB,2014J,649686,F,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-92,-19,262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
BBB,2014J,649692,F,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Fail,-98,?,262,60.0,5.0,33.0,4.0,4.0,56.25,27.55,0,0,1,1.0,0,Unsuccessful
BBB,2014J,649731,F,South East Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn,-140,-29,262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
BBB,2014J,649742,F,West Midlands Region,Lower Than A Level,30-40%,0-35,0,150,N,Pass,-94,?,262,2396.0,127.0,635.0,5.0,5.0,70.0,60.05,0,1,1,1.0,0,Successful
BBB,2014J,649749,F,Scotland,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-39,?,262,1995.0,64.0,481.0,5.0,5.0,78.4,71.45,0,1,1,1.0,0,Successful
BBB,2014J,649795,F,London Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,-153,?,262,1662.0,49.0,275.0,5.0,5.0,83.4,76.6,0,1,1,1.0,0,Successful
BBB,2014J,649824,F,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,-157,?,262,1002.0,67.0,305.0,5.0,5.0,73.2,93.0,0,1,1,1.0,0,Successful
BBB,2014J,649886,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,-38,12,262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
BBB,2014J,649905,F,Scotland,HE Qualification,20-30%,0-35,0,60,N,Pass,-100,?,262,1108.0,63.0,336.0,5.0,5.0,74.0,68.75,0,1,1,1.0,0,Successful
BBB,2014J,649962,F,North Western Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-119,?,262,2000.0,104.0,536.0,5.0,5.0,53.2,64.9,0,1,1,1.0,0,Successful
BBB,2014J,649980,F,Scotland,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,-93,167,262,653.0,40.0,216.0,3.0,3.0,73.33333333333333,17.5,1,0,0,1.0,1,Withdrawn
BBB,2014J,650050,F,East Anglian Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,-157,?,262,57.0,4.0,31.0,0.0,0.0,0.0,0.0,0,0,1,0.0,1,Unsuccessful
BBB,2014J,650090,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,-147,12,262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
BBB,2014J,650114,F,North Western Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,-140,?,262,767.0,29.0,200.0,5.0,5.0,59.0,49.75,0,1,1,1.0,0,Successful
BBB,2014J,650121,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,-129,-103,262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
BBB,2014J,650161,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,-154,?,262,843.0,67.0,264.0,5.0,5.0,84.4,79.7,0,1,1,1.0,0,Successful
BBB,2014J,650181,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,-157,-37,262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
BBB,2014J,650247,F,South East Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,-136,?,262,692.0,49.0,255.0,5.0,5.0,85.4,83.1,0,1,1,1.0,0,Successful
BBB,2014J,650269,F,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass,-156,?,262,854.0,49.0,267.0,5.0,5.0,47.8,58.85,0,1,1,1.0,0,Successful
BBB,2014J,650354,F,Wales,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,-38,128,262,70.0,5.0,32.0,3.0,3.0,46.0,19.9,1,0,0,1.0,1,Withdrawn
BBB,2014J,650357,F,South Region,A Level or Equivalent,20-30%,35-55,0,120,N,Withdrawn,-156,-18,262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
BBB,2014J,650371,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-150,?,262,744.0,32.0,160.0,5.0,5.0,83.0,79.05,0,1,1,1.0,0,Successful
BBB,2014J,650433,F,Scotland,A Level or Equivalent,20-30%,0-35,0,120,N,Fail,-78,?,262,305.0,26.0,114.0,3.0,3.0,41.666666666666664,18.9,0,0,1,1.0,0,Unsuccessful
BBB,2014J,650451,F,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-93,101,262,90.0,6.0,34.0,2.0,2.0,81.0,6.2,1,0,0,1.0,1,Withdrawn
BBB,2014J,650517,F,London Region,Lower Than A Level,20-30%,0-35,0,120,N,Fail,-52,?,262,22.0,5.0,9.0,0.0,0.0,0.0,0.0,0,0,1,0.0,1,Unsuccessful
BBB,2014J,650531,F,London Region,HE Qualification,10-20,0-35,0,180,N,Pass,-23,?,262,67.0,8.0,41.0,5.0,5.0,47.8,60.3,0,1,1,1.0,0,Successful
BBB,2014J,650548,F,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-98,?,262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,1,Unsuccessful
BBB,2014J,650565,F,Ireland,Lower Than A Level,50-60%,0-35,0,60,N,Fail,-30,?,262,991.0,50.0,222.0,5.0,5.0,56.4,43.75,0,0,1,1.0,0,Unsuccessful
BBB,2014J,650606,F,West Midlands Region,No Formal quals,10-20,0-35,0,60,N,Distinction,-151,?,262,1805.0,136.0,595.0,5.0,5.0,64.6,81.9,0,1,1,1.0,0,Successful
BBB,2014J,650676,F,South Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,-155,12,262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
BBB,2014J,650746,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,180,N,Withdrawn,-155,12,262,38.0,1.0,10.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
BBB,2014J,650797,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-128,?,262,473.0,50.0,139.0,5.0,5.0,67.2,56.85,0,1,1,1.0,0,Successful
BBB,2014J,650953,F,South Region,Lower Than A Level,50-60%,35-55,0,60,N,Fail,-143,?,262,109.0,10.0,42.0,5.0,5.0,44.0,55.4,0,0,1,1.0,0,Unsuccessful
BBB,2014J,650958,F,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-148,?,262,2547.0,108.0,598.0,5.0,5.0,72.4,66.7,0,1,1,1.0,0,Successful
BBB,2014J,650961,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,-130,63,262,71.0,9.0,41.0,2.0,2.0,21.5,4.2,1,0,0,1.0,1,Withdrawn
BBB,2014J,650964,F,South East Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,-155,12,262,61.0,3.0,28.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
BBB,2014J,650979,F,South West Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-151,?,262,904.0,47.0,260.0,5.0,5.0,33.4,40.4,0,1,1,1.0,0,Successful
BBB,2014J,651004,F,West Midlands Region,Lower Than A Level,0-10%,35-55,0,120,N,Withdrawn,-112,100,262,221.0,20.0,97.0,1.0,1.0,48.0,4.8,1,0,0,1.0,1,Withdrawn
BBB,2014J,651008,F,Wales,HE Qualification,80-90%,0-35,0,90,N,Pass,-115,?,262,466.0,39.0,149.0,5.0,5.0,59.0,75.5,0,1,1,1.0,0,Successful
BBB,2014J,651027,F,London Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-134,?,262,327.0,18.0,140.0,5.0,5.0,32.2,40.25,0,1,1,1.0,0,Successful
BBB,2014J,651030,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn,-154,2,262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
BBB,2014J,651065,F,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-79,?,262,822.0,57.0,281.0,5.0,5.0,69.2,61.699999999999996,0,1,1,1.0,0,Successful
BBB,2014J,651087,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,-120,?,262,71.0,4.0,30.0,0.0,0.0,0.0,0.0,0,0,1,0.0,1,Unsuccessful
BBB,2014J,651089,F,South Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,-154,149,262,881.0,57.0,309.0,3.0,3.0,50.333333333333336,23.0,1,0,0,1.0,1,Withdrawn
BBB,2014J,651148,F,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-113,?,262,1613.0,73.0,416.0,5.0,5.0,76.0,69.25,0,1,1,1.0,0,Successful
BBB,2014J,651177,F,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,-59,?,262,7324.0,212.0,1418.0,5.0,5.0,56.0,71.05,0,1,1,1.0,0,Successful
BBB,2014J,651209,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-121,?,262,286.0,27.0,79.0,5.0,5.0,35.8,40.3,0,1,1,1.0,0,Successful
BBB,2014J,651257,F,Wales,Lower Than A Level,20-30%,35-55,0,60,N,Pass,-39,?,262,1469.0,77.0,443.0,5.0,5.0,73.6,66.75,0,1,1,1.0,0,Successful
BBB,2014J,651278,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,-121,?,262,175.0,22.0,84.0,5.0,5.0,71.8,64.05,0,0,1,1.0,0,Unsuccessful
BBB,2014J,651324,F,London Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-153,?,262,1416.0,66.0,317.0,5.0,5.0,43.2,55.0,0,1,1,1.0,0,Successful
BBB,2014J,651359,F,East Anglian Region,HE Qualification,70-80%,35-55,0,120,N,Distinction,-36,?,262,1820.0,107.0,426.0,5.0,5.0,67.0,83.25,0,1,1,1.0,0,Successful
BBB,2014J,651394,F,Scotland,HE Qualification,60-70%,0-35,0,120,N,Fail,-106,?,262,740.0,29.0,195.0,3.0,3.0,38.0,15.8,0,0,1,1.0,0,Unsuccessful
BBB,2014J,651415,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,-150,?,262,828.0,75.0,264.0,5.0,5.0,74.0,68.75,0,1,1,1.0,0,Successful
BBB,2014J,651429,F,Scotland,HE Qualification,70-80%,0-35,0,60,N,Pass,-80,?,262,1556.0,72.0,406.0,5.0,5.0,58.6,73.15,0,1,1,1.0,0,Successful
BBB,2014J,651520,F,London Region,HE Qualification,0-10%,0-35,0,60,N,Withdrawn,-150,10,262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
BBB,2014J,651544,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass,-151,?,262,925.0,71.0,271.0,5.0,5.0,56.2,63.5,0,1,1,1.0,0,Successful
BBB,2014J,651586,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn,-151,5,262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
BBB,2014J,651605,M,Wales,Lower Than A Level,10-20,35-55,0,60,N,Pass,-53,?,262,419.0,37.0,151.0,5.0,5.0,63.2,50.8,0,1,1,1.0,0,Successful
BBB,2014J,651609,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,-150,12,262,103.0,3.0,17.0,1.0,1.0,1.0,0.0,1,0,0,1.0,1,Withdrawn
BBB,2014J,651610,F,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,-151,12,262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
BBB,2014J,651655,F,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-57,?,262,2190.0,58.0,445.0,5.0,5.0,49.2,61.0,0,1,1,1.0,0,Successful
BBB,2014J,651659,F,London Region,Lower Than A Level,20-30%,35-55,0,120,N,Pass,-17,?,262,1183.0,46.0,282.0,5.0,5.0,73.4,93.35,0,1,1,1.0,0,Successful
BBB,2014J,651678,F,Ireland,A Level or Equivalent,10-20,0-35,0,120,N,Pass,-30,?,262,240.0,15.0,105.0,5.0,5.0,70.8,62.650000000000006,0,1,1,1.0,0,Successful
BBB,2014J,651775,M,Wales,Lower Than A Level,40-50%,0-35,0,120,N,Pass,-21,?,262,1395.0,43.0,254.0,5.0,5.0,70.2,61.3,0,1,1,1.0,0,Successful
BBB,2014J,651778,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,-136,?,262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,1,Unsuccessful
BBB,2014J,651798,F,North Western Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn,-43,12,262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
BBB,2014J,651801,F,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,-25,12,262,113.0,1.0,13.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
BBB,2014J,651814,M,Yorkshire Region,HE Qualification,10-20,0-35,0,60,N,Withdrawn,-151,-26,262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
BBB,2014J,651831,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,120,N,Withdrawn,-31,-2,262,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
BBB,2014J,651863,F,South West Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-150,?,262,1686.0,70.0,341.0,5.0,5.0,70.4,63.099999999999994,0,1,1,1.0,0,Successful
BBB,2014J,651883,F,Scotland,Lower Than A Level,20-30%,35-55,0,60,N,Pass,-100,?,262,310.0,19.0,78.0,5.0,5.0,50.6,60.95,0,1,1,1.0,0,Successful
BBB,2014J,651925,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,120,Y,Pass,-56,?,262,1037.0,75.0,312.0,5.0,5.0,73.6,66.3,0,1,1,1.0,0,Successful
BBB,2014J,651939,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-147,?,262,1174.0,58.0,363.0,5.0,5.0,84.0,78.75,0,1,1,1.0,0,Successful
